timestamp, temperature.gpu, temperature.memory, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], clocks_event_reasons.active
2026/05/02 14:29:56.905, 83, N/A, 84.77 W, 89 %, 33 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:57.418, 83, N/A, 83.59 W, 86 %, 33 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:57.933, 83, N/A, 83.75 W, 90 %, 33 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:58.446, 83, N/A, 83.28 W, 83 %, 31 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:58.961, 83, N/A, 83.61 W, 87 %, 32 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:59.462, 83, N/A, 82.85 W, 84 %, 31 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:59.976, 76, N/A, 37.46 W, 15 %, 4 %, 917 MiB, 0x0000000000000000
2026/05/02 14:30:00.487, 84, N/A, 88.13 W, 94 %, 24 %, 917 MiB, 0x0000000000000004
2026/05/02 14:30:00.987, 84, N/A, 85.78 W, 94 %, 24 %, 917 MiB, 0x0000000000000004
2026/05/02 14:30:01.494, 83, N/A, 85.59 W, 94 %, 24 %, 917 MiB, 0x0000000000000004
2026/05/02 14:30:01.994, 84, N/A, 86.28 W, 94 %, 24 %, 917 MiB, 0x0000000000000004
2026/05/02 14:30:02.504, 84, N/A, 89.00 W, 93 %, 24 %, 917 MiB, 0x0000000000000004
2026/05/02 14:30:03.004, 85, N/A, 92.15 W, 94 %, 25 %, 917 MiB, 0x0000000000000004
2026/05/02 14:30:03.514, 85, N/A, 91.13 W, 94 %, 24 %, 917 MiB, 0x0000000000000004
2026/05/02 14:30:04.024, 85, N/A, 91.74 W, 93 %, 24 %, 917 MiB, 0x0000000000000000
2026/05/02 14:30:04.532, 85, N/A, 91.40 W, 94 %, 24 %, 917 MiB, 0x0000000000000000
2026/05/02 14:30:05.045, 85, N/A, 91.11 W, 93 %, 24 %, 917 MiB, 0x0000000000000000
2026/05/02 14:30:05.560, 85, N/A, 90.91 W, 93 %, 24 %, 917 MiB, 0x0000000000000000
2026/05/02 14:30:06.075, 84, N/A, 88.86 W, 92 %, 16 %, 917 MiB, 0x0000000000000000
