timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.graphics [MHz], clocks.current.memory [MHz], clocks_event_reasons.active
2026/05/01 14:30:21.364, NVIDIA GeForce RTX 4060 Laptop GPU, 57 %, 14 %, 1652 MiB, 47.78 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:21.869, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 19 %, 1653 MiB, 49.42 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:22.379, NVIDIA GeForce RTX 4060 Laptop GPU, 74 %, 19 %, 1652 MiB, 50.46 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:22.890, NVIDIA GeForce RTX 4060 Laptop GPU, 75 %, 19 %, 1654 MiB, 49.37 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:23.390, NVIDIA GeForce RTX 4060 Laptop GPU, 78 %, 18 %, 1664 MiB, 49.80 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:23.891, NVIDIA GeForce RTX 4060 Laptop GPU, 72 %, 18 %, 1654 MiB, 50.73 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:24.392, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 18 %, 1654 MiB, 50.64 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:24.892, NVIDIA GeForce RTX 4060 Laptop GPU, 57 %, 14 %, 1652 MiB, 49.49 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:25.402, NVIDIA GeForce RTX 4060 Laptop GPU, 79 %, 20 %, 1665 MiB, 51.22 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:25.904, NVIDIA GeForce RTX 4060 Laptop GPU, 72 %, 18 %, 1658 MiB, 51.47 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:26.405, NVIDIA GeForce RTX 4060 Laptop GPU, 76 %, 18 %, 1654 MiB, 50.89 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:26.907, NVIDIA GeForce RTX 4060 Laptop GPU, 79 %, 18 %, 1652 MiB, 51.15 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:27.410, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 18 %, 1653 MiB, 51.04 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:27.911, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 18 %, 1688 MiB, 50.42 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:28.411, NVIDIA GeForce RTX 4060 Laptop GPU, 68 %, 14 %, 1652 MiB, 49.51 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:28.919, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 18 %, 1653 MiB, 50.97 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:29.420, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 18 %, 1658 MiB, 51.01 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:29.928, NVIDIA GeForce RTX 4060 Laptop GPU, 62 %, 12 %, 1660 MiB, 49.45 W, 64, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:30.437, NVIDIA GeForce RTX 4060 Laptop GPU, 75 %, 16 %, 1660 MiB, 50.90 W, 63, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:30.947, NVIDIA GeForce RTX 4060 Laptop GPU, 70 %, 17 %, 1653 MiB, 50.84 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:31.447, NVIDIA GeForce RTX 4060 Laptop GPU, 70 %, 18 %, 1672 MiB, 50.27 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:31.958, NVIDIA GeForce RTX 4060 Laptop GPU, 75 %, 17 %, 1652 MiB, 49.68 W, 64, 2505 MHz, 8001 MHz, 0x0000000000000000
